title,creation_date,creation_date_earliest,creation_date_latest,medium,accession_number,id,credit_line,date_acquired,department,physical_location,item_width,item_height,item_depth,item_diameter,web_url,provenance_text,classification,image_url,artist_id,party_type,full_name,cited_name,role,nationality,birth_date,death_date,birth_place,death_place
Textile fragment,18th-19th century,1700-01-01,1850-01-01,silk taffeta with cut velvet,79.66.128.1,cmoa:things/4b1d0da4-9069-43a0-9576-db64b06c403e,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,3.75,7.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020675,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979. ",Textiles,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Textile fragment,18th-19th century,1700-01-01,1850-01-01,silk taffeta with cut velvet,79.66.128.2,cmoa:things/c2ff4506-8ed3-4874-bac0-33ff8103e380,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,13.75,3.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020676,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Textile fragment,18th-19th century,1700-01-01,1850-01-01,silk,79.66.128.3,cmoa:things/cff212c1-d37c-4cbf-b2af-218b123fe14a,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,2.875,3.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020677,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Textile fragment,18th-19th century,1700-01-01,1850-01-01,silk,79.66.128.4,cmoa:things/86fbfe70-add1-48b8-aafb-41b9f575fcfd,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,3.375,5.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020678,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Textile fragment,18th-19th century,1700-01-01,1850-01-01,silk,79.66.128.5,cmoa:things/8169e9cb-5a3f-4434-9cff-eeb414d930a1,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,3.0,8.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020679,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Textile fragment,18th century,1700-01-01,1799-01-01,silk,79.66.129.1,cmoa:things/26b13e8f-7736-43a2-8526-abd3e7d4defd,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,7.0,2.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020680,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Textile fragment,18th century,1700-01-01,1799-01-01,silk,79.66.129.2,cmoa:things/775ed663-e669-4401-b8f0-58ac36891b51,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,7.0,2.625,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020681,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Textile fragment,18th century,1700-01-01,1799-01-01,silk,79.66.129.3,cmoa:things/764cb067-d465-458c-ae6e-5b2f71751dfc,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,3.75,5.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020682,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Ophrey Band,17th century,1600-01-01,1699-01-01,Linen,79.66.12,cmoa:things/f3a9592b-5dd8-4748-9715-3922db4adf6c,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,6.75,54.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020683,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef|cmoa:parties/ebc6819d-eebf-42cb-969c-60b7bd57c15a,Person|Person,unknown Italian|unknown Spanish,unknown Italian|unknown Spanish,possibly by|possibly by,Italian|Spanish,|,|,|,|
Textile fragment,c. 1450,1444-12-23,1454-12-23,silk with cut velvet,79.66.130.1,cmoa:things/ca6972c8-01dd-4f3d-97ff-292f3191eb88,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,3.75,13.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020684,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,c. 1450,1444-12-23,1454-12-23,silk with cut velvet,79.66.130.2,cmoa:things/9ddc8302-eb7c-4010-a24f-f0da8d8ad0b0,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,3.0,10.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020685,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,c. 1450,1444-12-23,1454-12-23,silk with cut velvet,79.66.131,cmoa:things/bc9d5e5f-5f01-4ec5-8678-7571e94b92e6,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,4.75,7.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020686,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,17th century,1600-01-01,1699-01-01,silk taffeta and cut velvet,79.66.132,cmoa:things/62b7df9a-187f-4693-b227-99c5926a37d9,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,4.75,5.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020687,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,1617,1617-01-01,1617-01-01,silk twill,79.66.133,cmoa:things/1c8f907a-3df2-418b-8a7b-80a7fa7a44da,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,3.0,10.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020688,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef|cmoa:parties/2d0e4e4e-5454-4493-8617-023ca718a6f7,Person|Person,unknown Italian|unknown Turkish,unknown Italian|unknown Turkish,possibly by|possibly by,Italian|Turkish,|,|,|,|
Textile fragment,17th century,1600-01-01,1699-01-01,silk taffeta and cut velvet,79.66.134,cmoa:things/47acc05f-ed39-46bb-b48a-84b811660db3,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,3.0,10.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020689,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,c. 1625,1620-01-01,1630-01-01,silk taffeta and cut velvet,79.66.135,cmoa:things/4e0eeba0-2409-4e9e-ab85-f6eaac3b4426,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,3.0,11.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020690,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,c. 1625,1620-01-01,1630-01-01,satin and silk cut velvet,79.66.136,cmoa:things/c1dac854-3d95-49bf-bbae-a9d8ad2f60e2,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,3.0,15.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020691,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,c. 1625,1620-01-01,1630-01-01,"silk taffeta, silk velvet",79.66.137,cmoa:things/5220beaf-10be-452e-8c79-d66031d18415,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,3.5,11.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020692,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,17th century,1600-01-01,1699-01-01,silk with cut velvet,79.66.138,cmoa:things/75d5a684-327f-4367-afb5-040e483e4994,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,4.5,9.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020693,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,c. 1450,1444-12-23,1454-12-23,silk with cut velvet,79.66.139,cmoa:things/4732d703-04dc-41fd-a5c1-d5a0da2c8c05,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,3.0,8.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020694,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
"Ophrey Band, Front, Fragment",17th century,1600-01-01,1699-01-01,"embroidered silk satin, velvet, gold thread mounted on burlap",79.66.13,cmoa:things/08cf2237-96aa-4a0d-b584-c0f0f11dd486,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,8.0,17.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020695,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,c. 1450,1444-12-23,1454-12-23,silk with cut velvet,79.66.140,cmoa:things/4089bffa-3ad2-4af4-b618-905830d9f408,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,5.0,17.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020696,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,17th century,1600-01-01,1699-01-01,silk taffeta with cut velvet pile,79.66.141,cmoa:things/96a252db-b5d7-4a8f-9ff2-927a163b0751,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,3.5,10.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020697,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Textile fragment,c. 1450,1444-12-23,1454-12-23,silk with cut velvet,79.66.142,cmoa:things/53967d1f-7e17-4047-96c8-a0a47c4f1c7d,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,3.75,16.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020698,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,18th century,1700-01-01,1799-01-01,silk satin,79.66.143,cmoa:things/0ef5123b-6f8a-4b43-b483-a4f163f00ffd,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,3.0,10.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020699,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Textile fragment,17th century,1600-01-01,1699-01-01,satin with velvet,79.66.144,cmoa:things/e71ae854-a5a9-4182-abcb-d1a04041b36f,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,18.0,3.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020700,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/79ba22b3-060e-4a3b-bd75-385716e77b3e,Person,unknown Venetian,unknown Venetian,,Venetian,,,,
Textile fragment,17th century,1600-01-01,1699-01-01,taffeta with metal strip and silk velvet,79.66.145,cmoa:things/1c9a1d2b-5ffe-4001-83c2-05358d84a55b,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,4.5,11.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020701,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/db0f3f08-4336-4301-90ba-05d50ea6e3db,Person,unknown German,unknown German,,German,,,,
Textile fragment,18th century,1700-01-01,1799-01-01,silk with cut velvet,79.66.147,cmoa:things/e6112176-adc0-440e-88cc-4d07a2a23dbb,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,9.5,9.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020703,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787|cmoa:parties/79ba22b3-060e-4a3b-bd75-385716e77b3e,Person|Person,unknown French|unknown Venetian,unknown French|unknown Venetian,possibly by|possibly by,French|Venetian,|,|,|,|
Textile fragment,18th century,1700-01-01,1799-01-01,silk with cut velvet,79.66.148,cmoa:things/afbbe333-2f7f-45fe-a90b-73bc6c2157c1,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,7.75,3.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020704,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/42845212-bd75-41b4-b14f-35bddcdeca69,Person,unknown European,unknown European,,European,,,,
Textile fragment,18th century,1700-01-01,1799-01-01,silk satin,79.66.149,cmoa:things/395f7e39-4731-428b-a5c0-3559c0557a35,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,2.5,12.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020705,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Stole,17th century,1600-01-01,1699-01-01,silk damask,79.66.14,cmoa:things/369cfc80-01f3-4db0-bf54-7e3747d4cb87,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,9.0,66.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020706,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/42845212-bd75-41b4-b14f-35bddcdeca69,Person,unknown European,unknown European,,European,,,,
Textile fragment,18th century,1700-01-01,1799-01-01,silk satin,79.66.151,cmoa:things/91aa7e1d-78a4-459c-ad80-6b08673896da,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,62.375,11.375,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020708,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Textile panel,17th-18th century,1600-01-01,1799-01-01,silk brocatelle,79.66.152,cmoa:things/2db88c92-cb12-4aed-989d-ba0c32c69541,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,45.0,25.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020709,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,17th century,1600-01-01,1699-01-01,silk damask,79.66.153,cmoa:things/6d21a8f2-567e-4ace-8da5-b76c61be16f7,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,9.5,8.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020710,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,c. 1625-1650,1620-01-01,1655-01-01,silk damask,79.66.154,cmoa:things/998498be-0125-42ba-91db-ba80a3fa7b06,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,7.625,10.625,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020711,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,c. 1625-1650,1620-01-01,1655-01-01,silk damask,79.66.155,cmoa:things/46844e6d-bd0f-4dec-a628-7e16a45a473c,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,9.0,11.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020712,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,17th century,1600-01-01,1699-01-01,silk damask with gilt strip,79.66.156,cmoa:things/233f4380-f4f0-49a6-bc9a-dfe0b1befddb,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,3.5,8.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020713,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787|cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person|Person,unknown French|unknown Italian,unknown French|unknown Italian,possibly by|possibly by,French|Italian,|,|,|,|
Textile fragment,16th-17th century,1499-12-23,1699-01-01,silk damask with metal thread,79.66.157,cmoa:things/aa15e672-af78-41dc-90e6-9487b2ddaa65,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,8.0,12.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020714,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,c. 1650,1645-01-01,1655-01-01,silk with metal thread damask,79.66.158,cmoa:things/7c443781-daa0-4e17-9d9e-74c2371874e0,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,3.875,10.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020715,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,c. 1890,1885-01-01,1895-01-01,compund weave silk,79.66.159,cmoa:things/8a768574-dd89-4ce2-8c0d-4285471233ff,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,7.75,11.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020716,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/db0f3f08-4336-4301-90ba-05d50ea6e3db,Person,unknown German,unknown German,,German,,,,
Chasuble,17th century,1600-01-01,1699-01-01,silk,79.66.15,cmoa:things/1f23e3be-665b-4998-89d0-3ec88ff4c71b,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,19.25,27.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020717,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,16th-17th century,1499-12-23,1699-01-01,"satin brocaded with silks, silver and gilt thread",79.66.160,cmoa:things/538f2b62-154a-4313-833a-0af6b4e0ce34,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,6.75,6.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020718,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,18th century,1700-01-01,1799-01-01,silk damask,79.66.161,cmoa:things/7710d513-e3b5-4b0d-931a-2bb718773b15,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,10.625,7.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020719,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Textile fragment (Band),c. 1500,1494-12-23,1504-12-22,taffeta with silk floating wefts and brocaded metal thread,79.66.162,cmoa:things/dbe33b70-064f-43ce-8263-c22663a57c22,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,3.5,4.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020720,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/42845212-bd75-41b4-b14f-35bddcdeca69,Person,unknown European,unknown European,,European,,,,
Textile fragment (Band),c. 1500,1494-12-23,1504-12-22,taffeta with silk floating wefts and brocaded metal thread,79.66.163,cmoa:things/83a43919-85d0-489a-b0c4-b27c5dac330b,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,17.75,3.625,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020721,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/42845212-bd75-41b4-b14f-35bddcdeca69,Person,unknown European,unknown European,,European,,,,
Textile fragment,18th century,1700-01-01,1799-01-01,silk taffeta brocaded with metal thread,79.66.164,cmoa:things/8b52c927-90dc-47b0-8509-d1af96308b2f,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,4.875,6.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020722,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,17th century,1600-01-01,1699-01-01,silk damask with metal thread,79.66.165,cmoa:things/7616ceb2-9722-4897-a08b-a2f9cdefff9b,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,7.75,5.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020723,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Textile fragment,18th century,1700-01-01,1799-01-01,compund weave silk,79.66.166,cmoa:things/7b1b1529-b80a-4d75-8024-6d0bb1d6176d,Anonymous Gift,1979-12-06,Decorative Arts and Design,Not on View,9.125,13.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1020724,"Anonymous donor, until December 6, 1979; gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, December 6, 1979.",Textiles,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
