title,creation_date,creation_date_earliest,creation_date_latest,medium,accession_number,id,credit_line,date_acquired,department,physical_location,item_width,item_height,item_depth,item_diameter,web_url,provenance_text,classification,image_url,artist_id,party_type,full_name,cited_name,role,nationality,birth_date,death_date,birth_place,death_place
Miniature Portrait of a Man,c. 1825-1830,1820-01-01,1835-01-01,watercolor on ivory; gilt wood and velvet frame,27.10.91,cmoa:things/31290f09-82d8-4551-bd47-5dd163b022ea,Gift of Herbert DuPuy,1927-01-01,Fine Arts,Not on View,2.562,3.188,0.167,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1005995,"E. Gottschalk, New York, NY; purchased by Herbert DuPuy [1856-1930], Pittsburgh, PA, June 13, 1924; gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, November 1927.",drawings and watercolors,http://collection.cmoa.org/CollectionImage.aspx?irn=103613&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=73502&size=Medium,cmoa:parties/03896989-0756-4eac-9894-2908dbb8a7be,Person,unknown American,unknown American,,American,,,,
Bowl,,,,enamel and copper,27.10.925,cmoa:things/6a16d746-ab80-4d8c-aed9-d7e53fe4cff5,Gift of Herbert DuPuy,1927-11-14,Decorative Arts and Design,Not on View,4.625,1.625,4.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1005996,"Herbert DuPuy [1856-1930], Pittsburgh, PA; gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, November 1927.",containers,http://collection.cmoa.org/CollectionImage.aspx?irn=4151&size=Medium,cmoa:parties/83a6ee8f-cf1c-4b81-95ef-91dca0706901,Person,unknown Russian,unknown Russian,,Russian,,,,
Miniature Painting of a Rural Landscape with a Ruin,c. 1800-1820,1795-01-01,1825-01-01,watercolor on glass (verre fixe); gold metal frame,27.10.936,cmoa:things/c77ff4f4-15cf-44d0-928c-e97a64928a69,Gift of Herbert DuPuy,1927-01-01,Fine Arts,Not on View,3.5,3.875,0.25,3.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1005998,"Herbert DuPuy [1856-1930], Pittsburgh, PA; gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, November 1927.",drawings and watercolors,http://collection.cmoa.org/CollectionImage.aspx?irn=73781&size=Medium,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Miniature Painting of a Church Interior,c. 1800-1820,1795-01-01,1825-01-01,watercolor on glass (verre fixe); gold metal frame,27.10.937,cmoa:things/86d976b8-8477-4da7-8e3b-544afe9db621,Gift of Herbert DuPuy,1927-01-01,Fine Arts,Not on View,3.75,4.125,0.25,2.375,http://collection.cmoa.org/CollectionDetail.aspx?item=1005999,"Herbert DuPuy [1856-1930], Pittsburgh, PA; gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, November 1927.",drawings and watercolors,http://collection.cmoa.org/CollectionImage.aspx?irn=73782&size=Medium,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Miniature Painting of a Monastery Interior,c. 1800-1820,1795-01-01,1825-01-01,watercolor on glass (verre fixe); gold metal frame,27.10.938,cmoa:things/020532b3-45da-4dd8-bd1f-ab01e483fbdd,Gift of Herbert DuPuy,1927-01-01,Fine Arts,Not on View,0.0,0.0,0.25,3.75,http://collection.cmoa.org/CollectionDetail.aspx?item=1006000,"Herbert DuPuy [1856-1930], Pittsburgh, PA; gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, November 1927.",drawings and watercolors,http://collection.cmoa.org/CollectionImage.aspx?irn=73783&size=Medium,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
Bishop,18th century,1600-01-01,1699-01-01,polychrome and gilded wood,27.10.939,cmoa:things/9427d56c-6817-45e2-9ceb-00d6811f6bd2,Gift of Herbert DuPuy,1927-11-14,Decorative Arts and Design,Not on View,16.0,31.0,11.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006001,"Herbert DuPuy [1856-1930], Pittsburgh, PA; gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, November 1927.",sculpture,,cmoa:parties/ebc6819d-eebf-42cb-969c-60b7bd57c15a,Person,unknown Spanish,unknown Spanish,,Spanish,,,,
Miniature Portrait of Govert Haskins,c. 1790-1800,1780-01-01,1800-01-01,watercolor on ivory; gold frame,27.10.93,cmoa:things/7118e4ad-7c44-49a7-a807-da61a21b9147,Gift of Herbert DuPuy,1927-01-01,Fine Arts,Not on View,1.875,2.875,0.188,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006002,"Dallas Hayward, nephew of the sitter, Cambridge, Maryland, until 1906; purchased by Herbert DuPuy [1856-1930], Pittsburgh, PA, 1906; gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, November 1927.",drawings and watercolors,http://collection.cmoa.org/CollectionImage.aspx?irn=73506&size=Medium,cmoa:parties/03896989-0756-4eac-9894-2908dbb8a7be|cmoa:parties/42845212-bd75-41b4-b14f-35bddcdeca69,Person|Person,unknown American|unknown European,unknown American|unknown European,possibly by|possibly by,American|European,|,|,|,|
"Nun, Virgin Mary, and Christ Child",late 15th century,1449-12-23,1499-12-23,polychrome and gilded wood,27.10.940,cmoa:things/8f1b1962-05b3-4b3c-a4c7-f013bd4313a8,Gift of Herbert DuPuy,1927-11-14,Decorative Arts and Design,Not on View,9.5,27.75,7.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006003,"Herbert DuPuy [1856-1930], Pittsburgh, PA; gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, November 1927.",sculpture,http://collection.cmoa.org/CollectionImage.aspx?irn=8310&size=Medium,cmoa:parties/db0f3f08-4336-4301-90ba-05d50ea6e3db,Person,unknown German,unknown German,,German,,,,
Figure of Abbot,17th century,1600-01-01,1699-01-01,polychrome and gilded gesso on wood,27.10.941,cmoa:things/39dd6391-ce05-4a7d-81bd-74937fa46a44,Gift of Herbert DuPuy,1927-11-14,Decorative Arts and Design,Not on View,14.25,33.5,0.0,1.375,http://collection.cmoa.org/CollectionDetail.aspx?item=1006004,"Herbert DuPuy [1856-1930], Pittsburgh, PA; gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, November 1927.",sculpture,http://collection.cmoa.org/CollectionImage.aspx?irn=8307&size=Medium,cmoa:parties/ebc6819d-eebf-42cb-969c-60b7bd57c15a,Person,unknown Spanish,unknown Spanish,,Spanish,,,,
Egg coddler with Lid,18th-19th century,1750-01-01,1850-01-01,silver,27.10.953.A-B,cmoa:things/a263cd80-4482-4e99-ae68-bc59c801ae89,Gift of Herbert DuPuy,1927-11-14,Decorative Arts and Design,Not on View,9.5,11.875,5.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006008,"Commissioned by Nathaniel Hayden, Hartford, CT; gift to Sidney Hayden, his son, Hartford, CT; gift to Augusta Hayden [1817-], Charleston, SC [1]; Mrs. Izard? [2]; Lily L. Harby, Charleston, SC; purchased by Herbert DuPuy [1856-1930], Pittsburgh, PA, March 3, 1916; gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, November 1927. 
NOTES: [1] According to Herbert DuPuy, Augusta Hayden's daughter buried this item on the grounds of the Villa Margherita in Charleston, SC to protect it during the Civil War. It was reportedly damaged by shell fire and repaired. [2] The notes indicate that this person's birth name was Otis, which means that this was one of the female children of Nina Augusta Hayden, daughter of Augusta Haden. Nina Augusta married Arthur P. Otis of Charleston, SC on November 26, 1874.They had 5 daughters: Amy, Nina Hayden, Lottie, Maria Wwelsman and Eulia. Family geneaology records do not indicate which daughter became Mrs. Izard, and therefore the daughter-in-law of Judge Izard of Charleston, as noted in the documentation. See ""Records of the Connecticut line of the Hayden family"" by Jabez Haskell Hayden and William Benjamin Hayden.",Metals,http://collection.cmoa.org/CollectionImage.aspx?irn=4645&size=Medium,cmoa:parties/03896989-0756-4eac-9894-2908dbb8a7be,Person,unknown American,unknown American,,American,,,,
Marriage Cup,18th century,1700-01-01,1799-01-01,silver,27.10.974,cmoa:things/8ad7a7ee-7c57-4fe5-a3f0-16d325c701e2,Gift of Herbert DuPuy,1927-11-14,Decorative Arts and Design,Not on View,7.0,3.25,5.125,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006020,"Unknown source, Clermont-Ferrand, France; purchased by Herbert DuPuy [1856-1930], Pittsburgh, PA, June 3, 1906; gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, November 1927.",Metals,http://collection.cmoa.org/CollectionImage.aspx?irn=8448&size=Medium,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Wine taster,19th century,1800-01-01,1899-01-01,silver,27.10.979,cmoa:things/f1c4f362-6363-4d7b-8585-d958c2f8df29,Gift of Herbert DuPuy,1927-11-14,Decorative Arts and Design,Not on View,4.0,1.0,2.875,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006023,"Unknown source, Chartres, France; purchased by Herbert DuPuy [1856-1930], Pittsburgh, PA, April 13, 1912; gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, November 1927.",Metals,http://collection.cmoa.org/CollectionImage.aspx?irn=4929&size=Medium,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Spoon,18th century,1700-01-01,1799-01-01,silver,27.10.985,cmoa:things/507d73d0-fd47-452a-98a9-9d585cbf326a,Gift of Herbert DuPuy,1927-11-14,Decorative Arts and Design,Not on View,1.875,6.25,1.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006030,"A. C. Beeling, Leeuwarden, Netherlands; purchased by Herbert DuPuy [1856-1930], Pittsburgh, PA, July 11, 1909; gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, November 1927.",Metals,http://collection.cmoa.org/CollectionImage.aspx?irn=5505&size=Medium,cmoa:parties/c2753829-3d15-4e65-9011-7a791884fb18,Person,unknown Dutch,unknown Dutch,,Dutch,,,,
Miniature Portrait of Patrick Henry,19th century,1800-01-01,1899-01-01,watercolor on ivory; gold metal frame,27.10.98,cmoa:things/63e24899-2bba-4188-aa53-0a012af30c4f,Gift of Herbert DuPuy,1927-01-01,Fine Arts,Not on View,2.0,2.938,0.25,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006034,"Col. Samuel Meredith, Hanover Co., VA; by descent to Samuel Meredith, Jr., his son, Kentucky; by descent to Elizabeth Meredith Johnson, Lexington, KY; purchased by William Macbeth, New York, NY, October 14, 1914; purchased by George S. Palmer, New London, CT, April 15, 1915; purchased by Herbert DuPuy [1856-1930], Pittsburgh, PA, October 9, 1922; gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, November 1927.",drawings and watercolors,http://collection.cmoa.org/CollectionImage.aspx?irn=150443&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=150444&size=Medium,cmoa:parties/03896989-0756-4eac-9894-2908dbb8a7be,Person,unknown American,unknown American,,American,,,,
Goblet,20th century,1900-01-01,1929-01-01,glass,29.2.1.2,cmoa:things/772f4d3a-38e5-4c60-a86b-6b403d17f844,Gift of Dr. Alexander Silverman,,Decorative Arts and Design,Not on View,0.0,7.938,0.0,3.625,http://collection.cmoa.org/CollectionDetail.aspx?item=1006170,,containers,http://collection.cmoa.org/CollectionImage.aspx?irn=902&size=Medium,cmoa:parties/3abad6a4-976b-4762-8f40-38e148cf2d44,Person,"unknown American, PA, Pittsburgh","unknown American, PA, Pittsburgh",,American,,,,
Shepherd Boy with Recorder,c. 1700-1720,1695-01-01,1720-01-01,oil on panel,29.2.16,cmoa:things/ffa3b729-0b26-43aa-8ddf-5c4b2b6af71a,"J. Willis Dalzell Memorial Collection, bequest of Mrs. J. Willis Dalzell",1929-02-25,Fine Arts,Not on View,17.875,22.25,3.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006178,"Sir Thomas Baring [1772-1848] until 1843; sold to William Coningham in 1843; William Coningham, 1843 until June 9, 1849; sale, Christie and Manson, London, England, June 9, 1849, no. 21; purchased by Thomas Baring, M. P. [1799-1873] [1]; bequest to  his nephew, Thomas George Baring, Lord Northbrook, subsequently 1st Earl of Northbrook [1826-1904], London and Stratton Park, Hampshire, England, 1873 until at least 1889 [2]. John Levy Galleries, New York, NY, by December 1920 [3]; sold to Mrs. J. Willis Dalzell (Mary Beer Dalzell) [1844-1929], Pittsburgh, PA [4]; Mrs. J. Willis Dalzell, Pittsburgh, PA, December 4, 1920 until February 13, 1929; Mary B. Dalzell estate, February 1929; bequest to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, February 1929 [5].

Notes:
[1]. As by Murillo. Purchased for £152, 5s. See copy of the annotated auction catalogue from the Getty Research Institute in curatorial file. 
[2]. The work, listed as by Murillo, is no. 231 in the 1889 catalogue of the Earl of Northbrook collection. It left the Northbrook collection at an unknown date.
[3]. John Levy Galleries stock # 17543. It is listed as a Murillo work.
[4]. Mrs. Dalzell purchased the painting for $12000.
[5]. The painting was collected from Mrs. Dalzell's residence on Ridge Avenue in Pittsburgh and brought to Carnegie Institute on February 19, 1929. It was accessioned on February 25, 1929.",paintings,http://collection.cmoa.org/CollectionImage.aspx?irn=153492&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=153493&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=153494&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=150657&size=Medium,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
"The Gothic Bridge at Eudes, Tours",c. 1840-1850,1835-01-01,1850-01-01,watercolor on paper,29.2.28,cmoa:things/39c25f96-2948-45f2-bc31-586fabdc1110,Bequest of Mrs. J. Willis Dalzell,1929-02-25,Fine Arts,Not on View,22.0,16.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006192,"Mrs. J. Willis Dalzell (Mary Beer Dalzell) [1844-1929], Pittsburgh, PA, until February 13, 1929; Mary B. Dalzell estate, February 1929; bequest to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, February 1929.

Notes:
The painting was collected from Mrs. Dalzell's residence on Ridge Avenue in Pittsburgh and brought to Carnegie Institute on February 19, 1929. It was accessioned on February 25, 1929.

Under review by CGK",drawings and watercolors,http://collection.cmoa.org/CollectionImage.aspx?irn=99626&size=Medium,cmoa:parties/c24b3081-12ab-4188-87a7-befc9d2e6c2d,Person,unknown British,unknown British,,British,,,,
Bowl,17th-18th century,1600-01-01,1799-01-01,porcelain with underglaze blue,29.3.12,cmoa:things/dac25065-30e6-46cf-8097-e325665a48b6,Gift of Charles D. Armstrong,1929-01-01,Decorative Arts and Design,Not on View,8.25,4.0,8.25,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006204,,Ceramics,http://collection.cmoa.org/CollectionImage.aspx?irn=1188&size=Medium,cmoa:parties/b21e4f72-77fc-4c7a-8343-74c67e9c4f3b,Person,unknown Chinese,unknown Chinese,,Chinese,,,,
Beaker,18th century,1700-01-01,1799-01-01,ceramic with blue leaf decoration,29.3.15,cmoa:things/afb94afc-cc45-4a77-91e5-c784452d9409,Gift of Charles D. Armstrong,1929-01-01,Decorative Arts and Design,Not on View,3.25,3.5,3.375,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006207,,Ceramics,http://collection.cmoa.org/CollectionImage.aspx?irn=1189&size=Medium,cmoa:parties/b21e4f72-77fc-4c7a-8343-74c67e9c4f3b,Person,unknown Chinese,unknown Chinese,,Chinese,,,,
Beaker,18th century,1700-01-01,1799-01-01,ceramic with blue leaf decoration,29.3.16,cmoa:things/6b630ac4-a894-473d-919d-f72cde129e22,Gift of Charles D. Armstrong,1929-01-01,Decorative Arts and Design,Not on View,3.375,3.5,3.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006208,,Ceramics,http://collection.cmoa.org/CollectionImage.aspx?irn=1190&size=Medium,cmoa:parties/b21e4f72-77fc-4c7a-8343-74c67e9c4f3b,Person,unknown Chinese,unknown Chinese,,Chinese,,,,
Covered vase,no date,,,white glass,29.3.17.A-B,cmoa:things/3e1c370f-6d05-42af-a9c2-456b008d5f11,Gift of Charles D. Armstrong,1929-01-01,Decorative Arts and Design,Not on View,0.0,8.25,0.0,4.25,http://collection.cmoa.org/CollectionDetail.aspx?item=1006209,,Glass,http://collection.cmoa.org/CollectionImage.aspx?irn=906&size=Medium,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, Figure of Woman with Clock",16th century,1499-12-23,1599-01-01,oak,30.13.115,cmoa:things/84bee21e-12c7-4133-8122-7dfc803c90a5,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,9.25,19.75,0.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006276,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, Figure of Woman with Child",16th century,1499-12-23,1599-01-01,oak,30.13.116,cmoa:things/506d88f3-35ca-4f4d-b080-a48422b8afd9,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,0.0,0.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006278,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, Figure of Woman with Church",16th century,1499-12-23,1599-01-01,oak,30.13.117,cmoa:things/b501d699-abc5-4e8a-8f39-c40b3b3175b6,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,9.25,20.0,0.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006280,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, Figure of Woman with Heart",16th century,1499-12-23,1599-01-01,oak,30.13.118,cmoa:things/00e2e79b-c24f-4242-a2c8-729ae25993f2,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,9.125,20.0,0.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006282,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, Figure of Woman with Castle",16th century,1499-12-23,1599-01-01,oak,30.13.119,cmoa:things/8a393819-55e5-4213-b5ce-8cd665a438e7,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,9.25,19.75,0.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006284,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, Figure of Woman with Post",16th century,1499-12-23,1599-01-01,oak,30.13.120,cmoa:things/52d93ee0-a7e7-4c1c-8c59-24e4e725f99b,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,0.0,0.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006286,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, Figure of Woman with Paddle",16th century,1499-12-23,1599-01-01,oak,30.13.121,cmoa:things/08e0c45c-e79b-4002-a6e5-005523405a74,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,0.0,0.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006288,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, Figure of Woman with Sword",16th century,1499-12-23,1599-01-01,oak,30.13.122,cmoa:things/ba55a0cd-fdf4-4343-87c5-c4e44ed8935f,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,0.0,0.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006290,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, Portrait Medallion",16th century,1499-12-23,1599-01-01,wood,30.13.124,cmoa:things/0fa1ffdc-9d83-464c-b34b-663e2c00f50d,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,18.0,11.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006293,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
Panel - Portrait Medallion,16th century,1499-12-23,1599-01-01,wood,30.13.125,cmoa:things/7f3a6f29-2b16-4d00-a54d-97d6528fbbf6,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,18.0,11.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006294,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, Man, Grape Motif",16th century,1499-12-23,1599-01-01,wood,30.13.128,cmoa:things/eede3a52-3738-4e25-9130-575f3a2f048f,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,7.5,20.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006297,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, Two Grotesque Figures",16th century,1499-12-23,1599-01-01,wood,30.13.129,cmoa:things/caf2309e-1eee-448a-b5bc-f0c91d1a55ce,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,10.5,17.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006298,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Fragment, Carved Support, Man",17th century,1600-01-01,1699-01-01,wood,30.13.137,cmoa:things/f7e5baf6-d2af-4e45-a8be-bf595719b9b4,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,4.5,27.75,3.625,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006307,,architectural elements,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Fragment, Carved Support, Woman",17th century,1600-01-01,1699-01-01,wood,30.13.138,cmoa:things/76f38bd5-38a7-4023-bfe8-f86eebac4886,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,4.5,27.75,3.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006308,,architectural elements,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, Carved Head of Christ",17th century,1600-01-01,1699-01-01,wood,30.13.139,cmoa:things/89c7fdb6-ab52-4262-8639-260c241f00db,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,8.25,12.5,4.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006309,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Fragment, Spandrel-like Arch",17th century,1600-01-01,1699-01-01,wood,30.13.140,cmoa:things/195030b1-064c-466f-b739-82bccb3969c1,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,34.5,11.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006311,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Fragment, Spandrel-like Arch",17th century,1600-01-01,1699-01-01,wood,30.13.141,cmoa:things/17d88d63-e016-4a79-9931-9fbba5d0c46c,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,28.25,11.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006312,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
Panel Fragments,17th century,1600-01-01,1699-01-01,wood,30.13.145,cmoa:things/b2d377f1-9ca9-4495-acd7-3e2dc2a6777b,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,8.5,13.875,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006316,,Wood,,cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person,unknown Italian,unknown Italian,,Italian,,,,
"Panel, Artistic Fish Motif",17th century,1600-01-01,1699-01-01,wood,30.13.146,cmoa:things/d164c606-9c7a-43af-8522-0cfe3fa6de49,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,8.5,13.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006317,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, Portrait Medallion",17th century,1600-01-01,1699-01-01,wood,30.13.164,cmoa:things/4363a82e-f823-426b-96c1-d144613bec5a,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,9.5,26.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006334,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, Head of Satan",17th century,1600-01-01,1699-01-01,wood,30.13.166,cmoa:things/19b8188a-9e75-46cb-a1d9-1c0a9ad9aa26,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,24.5,8.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006336,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
"Panel, Head and Grotesque Animals",17th century,1600-01-01,1699-01-01,wood,30.13.167,cmoa:things/76e0c526-ed95-43dd-b3a0-07ee7fd5c8cf,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,24.5,8.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006337,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
printing block,17th century,1600-01-01,1699-01-01,wood,30.13.170,cmoa:things/5cf2d9d4-7f56-48ed-a287-edba92e4af7e,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,8.25,12.5,2.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006341,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
printing block,17th century,1600-01-01,1699-01-01,wood,30.13.171,cmoa:things/0ab1db51-0dad-4eed-a67c-17310f4f45f5,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,5.0,5.0,1.75,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006342,,Wood,,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
Grotesque Head,no date,,,wood,30.13.174,cmoa:things/2446e8af-984f-4055-b12f-32313dfb41c2,Gift of Richard Beatty Mellon,1930-05-06,Decorative Arts and Design,Not on View,7.0,7.875,1.25,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1006345,,Wood,http://collection.cmoa.org/CollectionImage.aspx?irn=97998&size=Medium,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
